시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
안산시,준공,재건축,선부동2,경기도 안산시 단원구 선부동 998,16151.000,1987∼2006,57,350,,350,,,,377.00,91,275,11,366,,262,104,,,11,,11,,164%,250%,81,56,조합,2008,,20060915,,,20140627,,20141231,,,,,20181102,20210715,20211014,20240513,20241224,,031-481-2398,
안산시,준공,재건축,산호연립,경기도 안산시 상록구 건건동 894-14,7215.000,1993,6,123,,123,,,,133.00,108,25,,133,,46,87,,,,,,,104%,230%,124,124,조합,2003,,20060915,,,20190827,,20200527,20031223,20061123,,,20210811,20221111,,20241108,20250423,,031-481-2398,
안성시,예정구역,재건축,아양주공 1단지 아파트,경기도 안성시 아양동 300번지 일원,39793.000,1991,,,,,,,,,,,,,,,,,,,,,,110%,,,,,,,,,,,,,20230803,,,,,,,,,,031-678-3026,
안성시,예정구역,재건축,금산주공 아파트,경기도 안성시 금산동 100번지 일원,22764.000,1987,,,,,,,,,,,,,,,,,,,,,,83%,250%,381,,,,,,,,,,,20220215,20230609,,,,,,,,,031-678-3026,
안성시,예정구역,재건축,옥산주공 아파트,경기도 안성시 옥산동 10번지 일원,23601.000,1988,11,,,440,,,,,,,,,,,,,,,,,,96%,250%,417,,,,,,,,,,,20211215,20230619,,,,,,,,,031-678-3026,
안양시,준공,재건축,호계주공아파트주변,경기도 안양시 동안구 호계1동 977,53382.000,1984,32,900,260,640,,,,1174.00,797,341,36,1138,,417,688,33,,36,,36,,92%,274%,900,789,조합,2009,2019,20060807,,,20190522,,20141107,20080425,20081117,,,20151026,20160708,20160713,20190328,20190910,,031-8045-5065,
안양시,예정구역,재개발,안양8동행정복지센터 주변,경기도 안양시 안양8동 564-5,54197.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,,,,,,,,,,,,031-8045-2366,
안양시,예정구역,재개발,우주타운 주변,경기도 안양시 석수2동 323-7,36913.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,,,,,,,,,,,,,
안양시,예정구역,재개발,삼봉,경기도 안양시 박달2동 605-15,19810.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,,,,,,,,,,,,,
안양시,예정구역,재건축,극동아파트,경기도 안양시 박달동 139-202,14021.000,1991,4,320,,,,,,,,,,,,,,,,,,,,231%,,,,,,,20250530,,,,,,,,,,,,,,,,031-8045-2399,
안양시,추진위원회,재개발,만안초등학교 주변,경기도 안양시 안양2동 857-17,45993.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,20250829,,,,,,,,,,,031-8045-2407,
안양시,추진위원회,재개발,만안도서관 주변,경기도 안양시 안양6동 540-16,32839.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,20250807,,,,,,,,,,,031-8045-2407,
안양시,추진위원회,재개발,인덕원중학교(A블럭),경기도 안양시 관양동 1485-18,34947.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,,,,,,,,,,,,031-8045-5642,
안양시,예정구역,재개발,인덕원중학교(B블럭),경기도 안양시 관양동 1491-59,59896.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,,,,,,,,,,,,031-8045-5642,
안양시,예정구역,재건축,정우오승아파트,경기도 안양시 안양동 9111-1,15878.000,1985,9,471,,,,,,,,,,,,,,,,,,,,228%,,,,,,,20250530,,,,,,,,,,,,,,,,031-8045-5065,
안양시,추진위원회,재건축,뉴골든아파트,경기도 안양시 안양동 1024-1,8446.000,1988,5,231,,,,,,,,,,,,,,,,,,,,157%,,231,,,,,20250530,,,,,20250924,,,,,,,,,,,031-8045-2402,
안양시,예정구역,재건축,금호타운아파트,경기도 안양시 박달동 149-1,31386.000,1996,8,793,,,,,,,,,,,,,,,,,,,,238%,,752,,,,,20250530,,,,,,,,,,,,,,,,031-8045-2399,
안양시,추진위원회,재건축,박달우성아파트,경기도 안양시 박달동 85,42168.000,1990,11,1020,,,,,,,,,,,,,,,,,,,,236%,,1049,,,,,20250530,,,,,20251015,,,,,,,,,,,031-8045-2399,
안양시,예정구역,재건축,삼천리태하양수아파트,경기도 안양시 호계동 843-1,17236.000,1984,9,296,,,,,,,,,,,,,,,,,,,,116%,,,,,,,20250530,,,,,,,,,,,,,,,,031-8045-5065,
안양시,예정구역,재건축,푸른마을삼성아파트,경기도 안양시 호계동 931,10480.000,1999,5,245,,,,,,,,,,,,,,,,,,,,198%,,,,,,,20250530,,,,,,,,,,,,,,,,031-8045-5065,
안양시,예정구역,재건축,호계럭키아파트,경기도 안양시 동안구 호계동 570,41517.000,1992,13,794,,,554,240,,,,,,,,,,,,,,,,210.90%,250%,,,,,,20200309,,,,,,20230412,20240322,,,,,,,,,031-8045-2399,
안양시,추진위원회,재개발,안양9동행정복지센터 주변,경기도 안양시 안양9동 1031-27,41512.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,,,,,,,,,,,,031-8045-2561,
안양시,추진위원회,재개발,성결대학교 주변,경기도 안양시 안양8동 410-10,35188.000,,,,,,,,,,,,,,,,,,,,,,,,,375,,,,,20250530,,,,,,,,,,,,,,,,031-8045-2366,
안양시,추진위원회,재개발,대흥아파트 주변,경기도 안양시 박달1동 9-27,23413.000,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,20250530,,,,,,,,,,,,,,,,031-8045-2366,
안양시,추진위원회,재개발,수촌마을(A블럭),경기도 안양시 관양동 1392,69079.000,,,,,,,,,,,,,,,,,,,,,,,,,1060,,,,,20250530,,,,,,,,,,,,,,,,031-8045-5282,
안양시,추진위원회,재개발,수촌마을(B블럭),경기도 안양시 관양동 1388-20,59564.000,,,,,,,,,,,,,,,,,,,,,,,,,968,,,,,20250530,,,,,,,,,,,,,,,,031-8045-5282,
안양시,추진위원회,재개발,관양초등학교 주변,경기도 안양시 관양동 1413-11,34442.000,,,738,,,,,,,,,,,,,,,,,,,,,,713,,,,,20250530,,,,,,,,,,,,,,,,031-8045-2374,
안양시,추진위원회,재개발,부림마을,경기도 안양시 관양동 1471,75462.000,,,1275,,,,,,,,,,,,,,,,,,,,,,1160,,,,,20250530,,,,,,,,,,,,,,,,031-8045-2374,
안양시,추진위원회,재개발,중촌마을,경기도 안양시 관양동 1425,154137.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250530,,,,,,,,,,,,,,,,,
안양시,추진위원회,재건축,무림아파트,경기도 안양시 석수동 275-2,9039.000,1983,8,202,,,,,,,,,,,,,,,,,,,,152%,,202,,,,,,,,,,20250910,,,,,,,,,,,031-8045-2402,
안양시,추진위원회,재건축,박달신안아파트,경기도 안양시 박달동 152,14521.000,1991,16,385,,,,,,,,,,,,,,,,,,,,201%,,385,,,,,,,,,,20250630,,,,,,,,,,,031-8045-2402,
안양시,정비구역,재건축,석수럭키아파트,경기도 안양시 만안구 석수동 296,30231.000,1987,11,735,,75,600,60,,,,,,810,,,,,,,,,,235.70%,280%,775,,,,,20200309,,20250312,20250312,,20250502,20200707,20210917,,,,,,,,,031-8045-2399,
안양시,정비구역,재건축,진흥5차아파트,경기도 안양시 만안구 안양동 908-4,18384.000,1987,7,432,,,,,,,,,,462,,,,,,,,,,183.50%,250%,437,,,,,20200309,,20250124,20250124,,20250818,20200708,20210830,,,,,,,,,031-8045-5065,
안양시,정비구역,재건축,프라자아파트,경기도 안양시 만안구 안양동 762-2,27125.000,1987,17,658,,,,,,,,,,,,,,,,,,,,210.90%,260%/270%,671,,,,,20200309,,20250124,20250124,,20250509,20200722,20210806,,,,,,,,,031-8045-2402,
안양시,정비구역,재건축,벽산아파트,경기도 안양시 만안구 안양동 627-72,12412.000,1985,5,275,,,,275,,,,,,,,,,,,,,,,228.70%,270%/800%,,,,,,20200309,,20250213,20250213,,,20200724,20210831,,,,,,,,,031-8045-2402,
안양시,정비구역,재개발,충훈부 일원,경기도 안양시 만안구 석수동 768-6,157216.000,,452,2473,,,,,,2567.00,2155,206,206,2361,46,1489,826,,,206,,,,160.40%,260%,2474,,LH,2022,2030,20200309,,,,,,,,,,,,,,,,031-8045-2561,
안양시,조합설립,재개발,종합운동장 동측,경기도 안양시 동안구 비산동 1047-20,91267.000,,315,1329,,,,,,1850.00,1374,250,226,1624,,,,,,226,,,,130.30%,300%,1370,1374,조합,,,20200309,,,20240904,,,20220818,,,,,,,,,,031-8045-5282,
안양시,조합설립,재개발,종합운동장 북측,경기도 안양시 동안구 비산동 1015-22,64375.000,,200,910,,,,,,1286.00,,1132,154,1286,,,,,,154,,,,115.60%,300%,911,910,조합,2022,2033,20200309,20220523,,20241016,,,20220721,,,,,,,,,,031-8045-2407,
안양시,조합설립,재건축,현대아파트,경기도 안양시 동안구 관양1동 1396,62557.000,1985,12,904,,,456,280,168,1305.00,1305,,,1305,,,,,,,,,,186%,300%,976,956,조합,2020,,20171207,20200922,,20250404,,,20170404,20180820,,,,,,,,,031-8045-2374,
안양시,관리처분,재개발,상록,경기도 안양시 만안구 안양8동 398-32,69912.000,평균 1986,350,1103,549,270,221,42,21,1716.00,794,630,292,1424,3,687,627,107,,292,289,3,,100~200%,288%,739,680,조합,2008,2029,20060807,,,20250909,,20210628,,,,,20211228,,,,,,,
안양시,관리처분,재건축,향림아파트,경기도 안양시 안양시 만안구 안양동43-1,8497.000,1981,7,251,,250,,,1,271.00,210,61,,271,19,42,210,,,,,,,135%,270%,194,194,조합,2020,2026,20190907,,,,,20200813,,20030219,,,20220310,,,,,,031-8045-5065,
안양시,관리처분,재건축,미륭아파트,경기도 안양시 동안구 비산2동 406,28377.000,1979,8,576,,,72,504,,723.00,568,134,21,681,,,,,,21,,21,,255%,300%,565,577,조합,2012,2025,20060807,,,20201216,,20210527,20001212,20010221,,,20221027,,,,,,031-8045-2402,
안양시,착공,재건축,박달신한아파트,경기도 안양시 만안구 박달2동 111-1,19457.000,1986,11,370,,,370,,,507.00,374,133,,507,,311,196,,,,,,,148%,270%,375,374,조합,2015,2023,20100527,20121231,,20200515,,20210413,20130118,20130528,,,20230401,20250416,20250620,,,,031-8045-2402,
안양시,착공,재개발,안양역세권,경기도 안양시 만안구 안양2동 841-5,27385.000,1943~2014,84,449,89,268,69,19,4,853.00,411,408,34,819,14,595,210,,,34,34,,,100~200%,435%,449,413,조합,2015,2028,20141021,,,20171122,,20200204,,,,,20210917,20250627,,,,,031-8045-2366,
안양시,착공,재건축,뉴타운맨션 삼호아파트,경기도 안양시 동안구 비산3동 354-10,123298.000,1981/1985,18,2052,,,731,997,324,2737.00,2045,581,111,2737,,736,1637,364,,111,,111,,170~190%,300%,2007,1992,조합,2012,2027,20060807,,,20220525,,20200114,20100409,20110127,,,20210209,20240829,20241114,,,,031-8045-5065,
안양시,착공,재개발,화창,경기도 안양시 만안구 석수2동 348,22670.000,평균 1985,83,359,180,108,51,11,9,483.00,443,,40,443,,339,104,,,40,40,,,100~200%,242%,225,201,조합,2009,2026,20060807,,,20231204,,20190329,,,,,20201228,20230704,20231013,,,,031-8045-2407,
안양시,준공,재개발,비산초교 주변,경기도 안양시 동안구 비산3동 281-1,114548.000,1976~2007,292,1950,925,545,375,63,42,2739.00,1691,709,339,2400,,416,431,12,,339,206,133,,100~200%,287%,2045,1668,조합,2015,2024,20100527,20120201,,20241021,,20190228,,,,,20200115,20210528,20210913,20240619,,,031-8045-2382,
안양시,준공,재건축,삼신6차아파트,경기도 안양시 동안구 호계3동 651-1,14831.000,1984,18,332,72,248,12,,,456.00,246,191,19,437,,375,62,,,19,,19,,132%,300%,346,246,조합,2008,2024,20060807,,,20181129,,20090427,20030411,20030530,,,20101129,20220805,20220829,20250627,,,031-8045-5065,
안양시,준공,재건축,진흥아파트,경기도 안양시 만안구 안양1동 97-3,108559.000,1983/1985,50,1998,49,430,1519,,,2736.00,2027,709,,2736,,1528,1136,72,,,,,,170%,270%,2059,2004,조합,2009,2023,20060807,,,20210504,,20160908,20091012,20100204,,,20190618,20211129,20220316,20241018,,,031-8045-2399,
안양시,준공,재개발,융창아파트 주변,경기도 안양시 동안구 호계2동 929,108017.000,1978~2004,329,1561,761,447,312,25,16,2417.00,1308,913,196,2221,,339,104,,,196,134,62,,100~200%,268%,1290,1288,조합,2011,2024,20060807,,,20250321,,20180529,,,,,20190729,20210531,20210624,20240819,,,031-8045-2374,
안양시,준공,재개발,호계온천 주변,경기도 안양시 동안구 호계2동 915,41856.000,평균 1990,92,538,259,140,108,23,8,1011.00,457,403,151,860,13,416,431,,,151,151,,,100~200%,298%,512,438,조합,2013,2025,20060807,,,20170818,,20190325,,,,,20200304,20210923,20241107,20250225,,,031-8045-2374,
안양시,준공,주거환경개선,냉천,경기도 안양시 만안구 안양5동 618,119122.000,1971~2002,440,1771,726,697,229,98,21,2329.00,1054,1087,188,2141,,953,1131,57,,188,91,97,,100~200%,255%,873,,경기주택도시공사,2006,2025,20060807,,,20240715,,20190328,,,,,20200228,20211230,20220114,20250122,,,031-8045-5642,
안양시,준공,재개발,비산1동주민센터 주변,경기도 안양시 동안구 비산1동 554,5135.000,1983/1989,19,137,,136,,,1,230.00,119,111,,230,,92,138,,,,,,,100~200%,450%,139,133,조합,2015,2023,20141021,,,,,20190131,,,,,20200523,20200825,20200911,20230816,20250530,,031-8045-2366,
안양시,준공,재개발,덕현,경기도 안양시 동안구 호계1동 992,116663.000,1975~2007,354,2559,1280,718,447,89,25,2886.00,1332,1228,326,2560,31,1240,1199,90,,326,311,15,,100~200%,283%,1499,1226,조합,2010,2023,20060807,,,20241112,,20150723,,,,,20170227,20201022,20221229,20250527,,,031-8045-5642,
안양시,준공,재개발,삼영아파트 주변,경기도 안양시 만안구 안양2동 34-1,25158.000,평균 1984,102,519,260,156,103,,,558.00,263,250,45,513,10,276,227,,,45,45,,,100~200%,248%,268,234,조합,2009,2022,20060807,,,20170818,,20161207,,,,,20180305,20191008,20191010,20220705,20230510,,031-8045-2374,
안양시,준공,재개발,예술공원입구 주변,경기도 안양시 만안구 안양2동 18-1,48205.000,평균 1986,175,405,203,122,80,,,1021.00,388,571,62,959,28,514,417,,,62,62,,,100~200%,251%,405,374,조합,2010,2022,20060807,,,20160328,,20150527,,,,,20161125,20191127,20191203,20220830,20231025,,031-8045-2366,
안양시,준공,재개발,구사거리,경기도 안양시 동안구 호계3동 661-1,41951.000,평균 1985,116,620,310,186,124,,,855.00,372,414,69,786,40,245,501,,,69,40,29,,100~200%,263%,585,353,조합,2009,2021,20060807,,,20160818,,20160621,,,,,20170330,20181128,20181203,20220513,20220727,,031-8045-5282,
안양시,준공,재개발,임곡3,경기도 안양시 동안구 비산1동 515-2,133420.000,1964~2006,427,2229,1115,635,446,24,9,2737.00,1336,1226,175,2562,169,1287,1004,102,,175,175,,,100~200%,248%,1463,1251,조합,2009,2023,20060807,,,20200630,,20150922,,,,,20161124,20181217,20181220,20230905,20240402,,031-8045-5282,
안양시,준공,재개발,호원초등학교 주변,경기도 안양시 동안구 호계1동 956,184607.000,평균 1985,721,2585,1236,721,507,101,20,3850.00,1694,1963,193,3657,463,2026,1168,,,193,193,,,100~200%,265%,1838,1500,조합,2010,2021,20060807,,,20151116,,20210420,,,,,20160422,20211215,20180524,20240924,,,031-8045-2366,
안양시,준공,재개발,소곡지구,경기도 안양시 만안구 안양6동 585-2,66682.000,1971~2004,215,1068,534,294,214,26,,1394.00,488,792,114,1280,32,602,607,39,,114,114,,,100~200%,240%,645,482,조합,2008,2021,20060807,,,20210421,,20101206,,,,,20151104,20180529,20180705,20211007,20211112,,031-8045-5642,
안양시,준공,재건축,진흥로얄아파트,경기도 안양시 동안구 비산2동 577-1,10431.000,1986,5,239,30,149,60,,,304.00,236,68,,304,,304,,,,,,,,150~199%,267%,239,236,코리아신탁,2015,2021,20100527,20121231,,20211217,,20171106,20120622,20130419,,,20180713,20190531,20190625,20211115,20231012,,031-8045-2402,
안양시,준공,재건축,비산2동주민자치센터주변,경기도 안양시 만안구 비산2동 419-30,52223.000,1980/1983,242,864,,510,212,66,76,1199.00,535,664,,1199,,484,567,148,,,,,,100~200%,307%,811,536,조합,2008,2021,20060807,,,20190125,,20141031,,20081224,,,20170313,20190125,20190219,20220302,20220705,,031-8045-2402,
안양시,준공,재개발,덕천,경기도 안양시 만안구 안양7동 148-1,257590.000,1975~2003,870,4910,2455,1470,922,63,,4250.00,3179,342,729,3521,,1308,1634,384,195,729,633,96,,100~200%,245%,3669,3179,LH,2006,2016,20060807,,,20160913,,20081231,,,,,20111125,20140402,20150921,20161026,20170731,,031-8045-5642,
안양시,준공,재건축,청원아파트주변,경기도 안양시 만안구 안양2동 80-4,17749.000,1978,45,247,,141,104,2,,419.00,209,189,21,398,,240,156,2,,21,,21,,103%,296%,247,209,조합,2007,2019,20060807,,,20200917,,20090331,,19971130,,,20150609,20160826,20160830,20190125,20201202,,031-8045-2402,
안양시,준공,재건축,백조아파트지구,경기도 안양시 만안구 석수동 374-5,28130.000,1980,21,472,,236,236,,,542.00,466,19,57,485,,129,356,,,57,,57,,98%,229%,479,469,조합,2005,2009,,,,20090115,,20051027,,20020227,,,20060823,20070418,20090225,20090629,20090929,,031-8045-2402,
안양시,준공,재건축,호계주공아파트주변,경기도 안양시 동안구 호계1동 977,53382.000,1984,32,900,260,640,,,,1174.00,797,341,36,1138,,417,688,33,,36,,36,,92%,274%,900,789,조합,2009,2019,20060807,,,20190522,,20141107,20080425,20081117,,,20151026,20160708,20160713,20190328,20190910,,031-8045-5065,
안양시,준공,재건축,주공아파트주변(단독주택),경기도 안양시 동안구 호계1동 981,11094.000,1984,48,48,,5,8,11,24,200.00,58,142,,200,,116,84,,,,,,,100~200%,265%,51,42,조합,2011,2018,20060807,,,20180910,,20140128,20080425,20081117,,,20141023,20151106,20151119,20180330,20180914,,031-8045-5065,
안양시,준공,재건축,석수한신아파트주변지구,경기도 안양시 만안구 석수동 417-3,47177.000,1984,55,577,,210,325,42,,742.00,491,185,66,676,,193,135,348,,66,,66,,86%,228%,577,526,조합,2006,2010,20060807,,,20100928,,20070410,20030520,20030626,,,20071231,20080813,20100513,20100929,20110722,,031-8045-5065,
안양시,준공,재건축,백조아파트지구,경기도 안양시 만안구 석수동 374-5,28130.000,1980,21,472,,236,236,,,542.00,466,19,57,485,,129,356,,,57,,57,,98%,229%,479,469,조합,2005,2009,,,,20090115,,20051027,,20020227,,,20060823,20070418,20090225,20090629,20090929,,031-8045-2402,
안양시,준공,재건축,석수주공2단지지구,경기도 안양시 만안구 석수3동 788,58936.000,1985,31,848,,424,424,,,1134.00,841,204,89,1045,,219,621,205,,89,,89,,81%,285%,863,757,조합,2005,2009,,,,20090909,,20051213,20010927,20011219,,,20060904,20070208,20091105,20090930,20100223,,031-8045-2402,
안양시,준공,재건축,석수주공3단지지구,경기도 안양시 만안구 석수3동 787,28372.000,1985,11,425,,265,125,35,,553.00,440,67,46,507,,56,107,344,,46,,46,,88%,249%,446,446,조합,2005,2010,,,,20100204,,20051222,20011129,20020126,,,20061027,20070726,20100225,20100212,20100430,,031-8045-2402,
안양시,준공,재건축,박달1동 연합지구,경기도 안양시 만안구 박달1동 37,18784.000,1984,63,313,,125,125,63,,392.00,230,130,32,360,,48,236,76,,32,,32,,128%,262%,271,230,조합,2005,2009,,,,,,20060424,19991001,19991101,,,20061027,20070921,20091112,20091202,20100519,,031-8045-2402,
안양시,준공,재건축,동삼아파트지구,경기도 안양시 만안구 석수2동 485-8,11850.000,1984,9,224,,,224,,,281.00,144,127,10,271,,30,241,,,10,,10,,133%,253%,230,144,조합,2005,2011,,,,20111024,,20051025,20030626,20031002,,,20071112,20090324,20110822,20111027,20120103,,031-8045-2402,
안양시,준공,재개발,삼영아파트 주변,경기도 안양시 만안구 안양2동 34-1,25158.000,평균 1984,102,519,260,156,103,,,558.00,263,250,45,513,10,276,227,,,45,45,,,100~200%,248%,268,234,조합,2009,2022,20060807,,,20170818,,20161207,,,,,20180305,20191008,20191010,20220705,20230510,,031-8045-2374,
안양시,준공,재개발,예술공원입구 주변,경기도 안양시 만안구 안양2동 18-1,48205.000,평균 1986,175,405,203,122,80,,,1021.00,388,571,62,959,28,514,417,,,62,62,,,100~200%,251%,405,374,조합,2010,2022,20060807,,,20160328,,20150527,,,,,20161125,20191127,20191203,20220830,20231025,,031-8045-2366,
안양시,준공,재개발,구사거리,경기도 안양시 동안구 호계3동 661-1,41951.000,평균 1985,116,620,310,186,124,,,855.00,372,414,69,786,40,245,501,,,69,40,29,,100~200%,263%,585,353,조합,2009,2021,20060807,,,20160818,,20160621,,,,,20170330,20181128,20181203,20220513,20220727,,031-8045-5282,
안양시,준공,재개발,임곡3,경기도 안양시 동안구 비산1동 515-2,133420.000,1964~2006,427,2229,1115,635,446,24,9,2737.00,1336,1226,175,2562,169,1287,1004,102,,175,175,,,100~200%,248%,1463,1251,조합,2009,2023,20060807,,,20200630,,20150922,,,,,20161124,20181217,20181220,20230905,20240402,,031-8045-5282,
안양시,준공,재개발,호원초등학교 주변,경기도 안양시 동안구 호계1동 956,184607.000,평균 1985,721,2585,1236,721,507,101,20,3850.00,1694,1963,193,3657,463,2026,1168,,,193,193,,,100~200%,265%,1838,1500,조합,2010,2021,20060807,,,20151116,,20210420,,,,,20160422,20211215,20180524,20240924,20241205,,031-8045-2366,
안양시,준공,재개발,소곡지구,경기도 안양시 만안구 안양6동 585-2,66682.000,1971~2004,215,1068,534,294,214,26,,1394.00,488,792,114,1280,32,602,607,39,,114,114,,,100~200%,240%,645,482,조합,2008,2021,20060807,,,20210421,,20101206,,,,,20151104,20180529,20180705,20211007,20211112,,031-8045-5642,
안양시,준공,재건축,진흥로얄아파트,경기도 안양시 동안구 비산2동 577-1,10431.000,1986,5,239,30,149,60,,,304.00,236,68,,304,,304,,,,,,,,150~199%,267%,239,236,코리아신탁,2015,2021,20100527,20121231,,20211217,,20171106,20120622,20130419,,,20180713,20190531,20190625,20211115,20231012,,031-8045-2402,
안양시,준공,재건축,비산2동주민자치센터주변,경기도 안양시 만안구 비산2동 419-30,52223.000,1980/1983,242,864,,510,212,66,76,1199.00,535,664,,1199,,484,567,148,,,,,,100~200%,307%,811,536,조합,2008,2021,20060807,,,20190125,,20141031,,20081224,,,20170313,20190125,20190219,20220302,20220705,,031-8045-2402,
안양시,준공,재개발,덕천,경기도 안양시 만안구 안양7동 148-1,257590.000,1975~2003,870,4910,2455,1470,922,63,,4250.00,3179,342,729,3521,,1308,1634,384,195,729,633,96,,100~200%,245%,3669,3179,LH,2006,2016,20060807,,,20160913,,20081231,,,,,20111125,20140402,20150921,20161026,20170731,,031-8045-5642,
안양시,준공,재건축,청원아파트주변,경기도 안양시 만안구 안양2동 80-4,17749.000,1978,45,247,,141,104,2,,419.00,209,189,21,398,,240,156,2,,21,,21,,103%,296%,247,209,조합,2007,2019,20060807,,,20200917,,20090331,,19971130,,,20150609,20160826,20160830,20190125,20201202,,031-8045-2402,
안양시,준공,재건축,주공아파트주변(단독주택),경기도 안양시 동안구 호계1동 981,11094.000,1984,48,48,,5,8,11,24,200.00,58,142,,200,,116,84,,,,,,,100~200%,265%,51,42,조합,2011,2018,20060807,,,20180910,,20140128,20080425,20081117,,,20141023,20151106,20151119,20180330,20180914,,031-8045-5065,
안양시,준공,재건축,석수한신아파트주변지구,경기도 안양시 만안구 석수동 417-3,47177.000,1984,55,577,,210,325,42,,742.00,491,185,66,676,,193,135,348,,66,,66,,86%,228%,577,526,조합,2006,2010,20060807,,,20100928,,20070410,20030520,20030626,,,20071231,20080813,20100513,20100929,20110722,,031-8045-5065,
안양시,준공,재건축,석수주공2단지지구,경기도 안양시 만안구 석수3동 788,58936.000,1985,31,848,,424,424,,,1134.00,841,204,89,1045,,219,621,205,,89,,89,,81%,285%,863,757,조합,2005,2009,,,,20090909,,20051213,20010927,20011219,,,20060904,20070208,20091105,20090930,20100223,,031-8045-2402,
안양시,준공,재건축,석수주공3단지지구,경기도 안양시 만안구 석수3동 787,28372.000,1985,11,425,,265,125,35,,553.00,440,67,46,507,,56,107,344,,46,,46,,88%,249%,446,446,조합,2005,2010,,,,20100204,,20051222,20011129,20020126,,,20061027,20070726,20100225,20100212,20100430,,031-8045-2402,
안양시,준공,재건축,박달1동 연합지구,경기도 안양시 만안구 박달1동 37,18784.000,1984,63,313,,125,125,63,,392.00,230,130,32,360,,48,236,76,,32,,32,,128%,262%,271,230,조합,2005,2009,,,,,,20060424,19991001,19991101,,,20061027,20070921,20091112,20091202,20100519,,031-8045-2402,
안양시,준공,재건축,동삼아파트지구,경기도 안양시 만안구 석수2동 485-8,11850.000,1984,9,224,,,224,,,281.00,144,127,10,271,,30,241,,,10,,10,,133%,253%,230,144,조합,2005,2011,,,,20111024,,20051025,20030626,20031002,,,20071112,20090324,20110822,20111027,20120103,,031-8045-2402,
오산시,준공,주거환경개선,오매장터,경기도 오산시 오산동 354-4번지 일원,56782.000,1945~2015,187,433,433,,,,,,,,,,,,,,,,,,,180%/800%,,391,,市,2013,2020,,,20150429,20160108,,,,,,,,20171130,,20201231,,,,
오산시,관리처분,재개발,오산경일신안,경기도 오산시 원동 785-1번지 일원,5330.000,1978,11,110,,110,,,,321.00,105,216,,321,,,321,,,,,,,600%,645%,105,,토지등소유자,2016,2026,,,,20170816,,,,,,20180912,20200723,,,,,,,
용인시,예정구역,재건축,기흥6,경기도 용인시 기흥구 고매동 385-4,11267.000,1993,2,320,,,,,,,,,,,,,,,,,,,,250%,250%,,,,,,20210315,20231231,,,,,20230512,,,,,,,,,,031-6193-3251,
용인시,준공,주거환경개선,신갈2,경기도 용인시 기흥구 신갈동 33-4,110187.000,,387,318,318,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,2024,20161228,,,20190927,,20191203,,,,,,20210315,,20241231,,,031-6193-3232,
용인시,준공,주거환경개선,상갈1,경기도 용인시 기흥구 상갈동 102-5,93573.000,,260,218,218,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,2023,20161228,,,20191004,,20191202,,,,,,20210802,,20231229,,,031-6193-3232,
용인시,준공,주거환경개선,마평1,경기도 용인시 처인구 마평동 732,41541.000,1970~,96,352,352,,,,,,,,,,,,,,,,,,,230%,230%,223,,市,2015,2022,20110124,20201231,,20190201,,20171227,,,,,,20190712,,20220317,,,031-6193-3232,
용인시,예정구역,재개발,삼가1,경기도 용인시 처인구 삼가동 110,16000.000,1986,34,145,145,,,,,,,,,,,,,,,,,,,240%,230~250%,145,,,,,20070122,20151231,,,,,,,,,,,,,,,031-6193-2407,
